text	label
 14．入院前5 D内使用抗生素者	Pharmaceutical Substance or Drug
 4)行髋关节或膝关节置换术的患者。	Therapy or Surgery
 3.具有明确的出血倾向的患者；	Sign
 ④肿瘤病史者；	Disease
 4.预计手术时间&lt;3小时。	Therapy or Surgery
 3，结石大小：8-15mm	Laboratory Examinations
 9.已口服抗凝药且INR&gt;1.7	Pharmaceutical Substance or Drug
 3)既往有恶性肿瘤史者（皮肤基底细胞癌和宫颈原位癌治疗后无瘤生存3年以上除外）；	Disease
 2）全身麻醉下行全膝关节置换术;	Therapy or Surgery
 15)女性受试者在筛查期或试验过程中正处在哺乳期或血清妊娠结果阳性；	Pregnancy-related Activity
 3.2.1.8 氧合指标：PaO２ /FiO２ ≥ 200， PEEP ≤ ５cmH２O，PaO２ ≥60mmHg ，且FiO２ ≤ 40% ，PH ≥ 7.25 ；	Laboratory Examinations
 3.免疫功能异常者；	Disease
 9)器官功能和造血功能必须符合以下要求：	Organ or Tissue Status
 2、年龄在18～60岁之间的女性。	Multiple
1,受试者曾行内眼手术（白内障摘除术除外）	Therapy or Surgery
 2.体重指数（BMI）＝体重（kg）/身高2（m2）、体重指数在18~26范围内（包括临界值）；	Risk Assessment
①严重的肝肾功能异常以及其它躯体疾病；	Multiple
 （5） 有急、慢性消化道疾病（包括消化性溃疡倾向、复杂性消化性溃疡史）和心、肝、肾等重要器官疾病史者。	Disease
 4.年龄在18～75岁，男女不限；	Multiple
 d.宫颈脱落上皮细胞样本不符合被考核试剂和对比试剂的样本要求	Receptor Status
 （7）所纳入的患者有基本沟通及理解能力，必须知情、理解本研究，并签署知情同意书	Multiple
 （5）具有独立完成PMS症状日记、自评量表填写能力；	Capacity
 ②符合中医中风标准；	Diagnostic
 13、体力状态分级ECOG评分标准≥3级；	Risk Assessment
 （2）不符合慢性肾衰诊断标准；	Diagnostic
 （4）多发结石	Disease
 3. 男性受试者，年龄在40～85岁之间（包含40岁和85岁）；	Multiple
    Ⅱ. Scr 升高超过基线1.5倍——确认或推测7天内发生；	Laboratory Examinations
 A.年龄在14-65岁的男性和女性；	Multiple
 (3)散光≤2D，近期一个月无佩戴角膜接触镜史；	Laboratory Examinations
 8.研究者认为不适合入选的其他情况者，如严重的精神疾病、无法完整表达语言等。	Researcher Decision
1.慢性中耳炎鼓膜穿孔患者	Disease
 6.主要器官功能正常，即符合下列标准：	Organ or Tissue Status
 （9）入组后依从性差，治疗期间出现严重不良反应，合并使用禁止使用的药物或治疗，失访或拒绝继续参加试验者。	Multiple
1、有免疫系统疾病史者；	Disease
 5)择期全身麻醉下行胸腹部腔镜手术，预计手术时间在 90分钟以上	Therapy or Surgery
 2)食管重复癌；	Disease
 5.心肺功能良好，无肺部和全身性感染;	Multiple
 2）因下肢动脉硬化闭塞症曾接受股浅动脉裸金属支架成形术；	Multiple
（1）诊断明确的CSM患者，年龄35-65岁。	Multiple
 5、头颈部手术者	Therapy or Surgery
 2)符合原发性痛风诊断标准，8.0 mg/dL（476μmol/L）≤血清尿酸≤9.7mg/dL（576umol/L）；	Multiple
 5)肾小球滤过率&lt;60ml/min；	Laboratory Examinations
（1）急性感染、急性创伤、围手术期、慢性病合并并发症患者；	Disease
 2）抗甲状腺药物维持剂量为5-15g/天；	Pharmaceutical Substance or Drug
 2）伴有严重的或不稳定的心、肝、肾、肺、内分泌（包括甲状腺功能不全）、血液、精神神经功能障碍等疾病者；	Disease
 3、受试者在筛选时住院（住院患者），且在整个研究阶段一直保持在住院状态；	Encounter
（1）心肺功能异常、凝血机制异常或其他系统性疾病，不能耐受麻醉及手术者；	Multiple
 20)试验前体格检查、心电图或生命体征具有临床意义异常者；	Laboratory Examinations
 3. 既往有严重神经、精神疾病史者。	Disease
 行其他肺康复治疗的患者	Therapy or Surgery
 7、未控制的严重高血压、代谢性疾病（如糖尿病）患者	Disease
 3. 必须接受急诊颅内血肿清除术的患者；	Therapy or Surgery
 2.既往颈椎手术、感染或肿瘤病史	Multiple
 4．视力正常或矫正视力正常。	Laboratory Examinations
 3.睡眠潜伏期或睡前大于30分钟，睡眠效率小于85%	Bedtime
 5 18-70周岁，性别不限。	Multiple
1.来本院就诊的确诊癫痫患者；	Disease
⑴符合《美国精神障碍诊断和统计手册第五版》失眠障碍（insomnia disorder）的临床诊断标准	Diagnostic
 3、重要脏器有严重原发性疾病；	Disease
    2）凝血功能PT延长不超过2s；	Organ or Tissue Status
 6 自愿接受本研究计划观察，依从性好，思维清晰，表述清楚，语言及感官反应正常；	Multiple
 （9）研究者判断患者依从性差，无法按照要求完成研究；	Researcher Decision
试验对象：社区卫生服务中心募老年受试者。近半年内没有长时间离开本居住地，预计半年内也不会离开居住地。	Encounter
 （2）HIV感染者；	Disease
 8.长期酗酒者；	Addictive Behavior
 9.人类免疫缺陷病毒（HIV）感染、活动期病毒性肝炎、结核等；	Disease
 ?T≥3cm或局部晚期乳腺癌（Ⅲ期），无远处转移；	Neoplasm Status
 4、按照2014年版中国慢性心力衰竭诊断及治疗指南，已经接受了至少2周的固定剂量西药的最优药物治疗；	Multiple
 3)已签署知情同意书	Consent
 (3) 选择双眼中病情较重的单眼进行结局观察；（首先参照SIT结果进行筛选，如果双眼相同，依次进行BUT、OGS、OSDI评分、VAS评分、筛选，如果双眼都相同，取右眼进行试验）	Multiple
 2、NIHSS评分4-18分。	Risk Assessment
 12）肌酐清除率≥60mL/min，肌酐清除率使用Cockcroft-Gault公式计算：男性 (140-年龄) ×体重(kg)/【0.818×血肌酐(μmol/L)】，女性按计算结果×0.85；	Laboratory Examinations
  —肌酐≤正常值上限(ULN)。	Laboratory Examinations
 5）对本研究知情同意，自愿参加本研究。	Consent
 2.恶性肿瘤患者。	Disease
 ②年龄在18-65岁之间的患者；	Age
1.传染性疾病（包括感冒）	Disease
 3、冠心病; 支气管哮喘; 重度高血压; 心肺疾患及肝肾功能不全；严重的血液系统功能障碍；	Multiple
 4.妊娠期。	Pregnancy-related Activity
 4）不能自主完成评分量表者；	Capacity
 2. 年龄18-60岁；	Age
 3.签署知情同意书。	Consent
 B超下窦卵泡数量大于7	Disease
 9)研究者认为不宜纳入本实验	Researcher Decision
 5.无明显智能障碍，能理解随访问卷调查。	Capacity
 3. 急性胰腺炎发病72小时内入院治疗	Disease
 2.对血必净及其成分过敏，或严重过敏体质者	Allergy Intolerance
 (9)既往有癫痫病史或目前正在服用抗癫痫药物；	Multiple
 5.患儿不能合作或正在参加其他药物的临床试验者。	Enrollment in other studies
 11)严重的内翻外翻畸形或者屈曲畸形。	Disease
 (4)知情同意，自愿受试并签署知情同意书者。	Consent
1．术前存在CKD5期的维持性血液透析或腹膜透析患者；	Therapy or Surgery
有血液学、肾脏、内分泌、肺部、胃肠道、心血管、肝脏、精神、神经、肿瘤等任何临床严重疾病史或过敏性疾病；	Disease
 4）排除酒精及药物依赖	Addictive Behavior
 （6）近1个月内有糖尿病酮症酸中毒或感染者。	Disease
 2、过敏性体质；已知对试验药成分过敏者或对任何药物或食物过敏史或花粉过敏史者。血清免疫球蛋白E（IgE）检查异常者。	Allergy Intolerance
 （5）可获得书面知情同意。	Consent
 （5）3天≤发病时间14天，存在肢体功能障碍	Disease
1. 育龄期女性，半年内有生育计划的男性；	Pregnancy-related Activity
 3.发生类过敏反应24 小时内死亡患者。	Allergy Intolerance
 6. 虹膜新生血管	Disease
(1)符合《慢性乙型肝炎防治指南2010年更新版》诊断标准的乙肝肝硬化患者；	Diagnostic
 4) 患者必须了解研究过程，同意参加本实验，并术前签署知情同意书。	Consent
② 睡眠质量良好，近2周内无熬夜；	Bedtime
①女性，年龄＞70岁；	Multiple
 （3）行垂体1.5T / 3.0T MRI未检测到垂体病灶的患者；	Device
 3）转移性眼内肿瘤，原发灶明确，并采取相应控制措施。	Disease
1.存在心血管疾病；	Disease
 （8）有严重心、肝、肾疾病的患儿；	Disease
 3.Hunt-Hess 分级Ⅰ、Ⅴ级者；	Risk Assessment
 9.精神疾病或沟通困难。	Multiple
 6. 怀疑或确有酒精、药物滥用病史。	Addictive Behavior
 （3）ASA分级≥Ⅲ级；	Risk Assessment
 ②有发生产后抑郁风险或有产后抑郁情绪者（PDPI-R-C产前版≥4.5分或EPDS≥10分）；	Risk Assessment
1）长时间补液支持	Therapy or Surgery
 4洗脱期一个月，仍符合糖耐量诊断标准	Multiple
 ④肝肾功能正常；	Organ or Tissue Status
 8. 超声心动图检查无结构性心脏疾病，室壁动度无异常。	Disease
 3、不同意参加本研究者	Consent
 2急性肝衰竭或慢性肝衰竭发生急性失代偿	Disease
1）之前有患侧肢体手术史；	Therapy or Surgery
 ⑧正在参加其他药物临床研究的受试者；	Enrollment in other studies
 10.具有临床显著性意义的过敏史或已知对研究药物或该制剂中任一组分（例如，乳糖,具体请参照研究者手册或当地药品说明书）过敏。	Allergy Intolerance
 6. 具有影响口服药物的多种因素（如无法吞咽、慢性腹泻和肠梗阻，明显影响药物服用和吸收的情况）；	Multiple
1.年龄≤4周岁者。	Age
 3、白细胞计数＜1.5×109 /L或者中性粒细胞计数＜1.0×109 /L；	Laboratory Examinations
（1）IV期直肠癌患者；	Disease
 2.空腹血浆葡萄糖 (FPG)≥126 mg / dL（7.0 mM/ L）。	Laboratory Examinations
 7.近期接受过放射治疗的患者	Therapy or Surgery
 5.近三个月经周期的VAS疼痛评分平均分值≥40mm；	Risk Assessment
1. 年龄小于18岁；	Age
 6.与使用电脑无关的颈肩部疼痛；	Sign
1.择期行超声引导下肝肿瘤热消融的患者；	Therapy or Surgery
 3、近3个月未用过糖皮质激素类药物治疗；	Pharmaceutical Substance or Drug
1）合并其他恶性肿瘤患者。	Disease
 3.肝肾功能、肾功能异常，哮喘、未控制的糖尿病、甲状腺功能亢进、中重度瓣膜性心脏病、慢性心包炎、肥厚型心肌病等不能耐受电生理检查者；	Multiple
 (5)有凝血障碍、血小板减少症等疾病者；	Disease
 ?2个月内接受过减毒活疫苗或2周内接受过其他疫苗的接种；	Pharmaceutical Substance or Drug
 5）能理解本研究的情况并已签署知情同意书者	Consent
1）妊娠期妇女；	Pregnancy-related Activity
 4）文化、社会及受教育背景足以理解知情同意和研究内容；	Capacity
1.妊娠妇女；	Pregnancy-related Activity
 7）处于任何疾病急性期的患者。	Non-Neoplasm Disease Stage
 5．2周≤发病时间≤1年，存在运动功能障碍	Multiple
 ②对照组为通过检查确定没患有痔疮等肛门疾病的健康人；	Disease
 5).研究药物给药之前或之后72小时内预期有外科手术。	Therapy or Surgery
①腰痛伴下肢疼痛、麻木等不适症状，时间超过3个月；	Symptom
1、意识不清，有认知功能障碍，无法交流；	Multiple
 3)入组前4周内接受过任何性质的放疗；	Therapy or Surgery
 ⑦可以理解简单指导语（如，“请说出这张图片是什么？”）；	Capacity
 ⑥对本试验两种对照药物有过敏史或过敏体质者；	Allergy Intolerance
 5. 需手术者，术前Hb、PLT、PT、INR和APTT达到手术指征；	Therapy or Surgery
（1）符合初发或复发脑血管病的诊断标准，包括脑梗死、脑出血和蛛网膜下腔出血等，伴有功能障碍者；	Diagnostic
 E. 右利手；	Special Patient Characteristic
 （3）继发严重感染、肾功能衰竭、Ⅱ度以上肝性脑病或消化道大出血；	Disease
（1）鸡尾酒药物过敏；	Allergy Intolerance
怀孕女性；	Pregnancy-related Activity
1.年龄在35岁至70岁之间的男性及非哺乳期或非孕期女性，患者依从性好；	Multiple
 5、过敏体质或对多种药物过敏者；	Allergy Intolerance
 2)对试验药物及制剂辅料过敏者;	Allergy Intolerance
 ③根据病史、体格检查、试验室检查，无严重心肺、肝肾疾病，无插管困难体征，无明显精神异常及镇静安眠类药物应用史	Multiple
 8．合并肝、肾、造血系统、内分泌系统、心脑血管、神经系统等严重原发性疾病、结核、椎体畸形、恶性肿瘤及精神病患者；	Disease
- 符合中国骨关节炎诊治指南(2007年版)骨关节炎诊断标准者；	Diagnostic
1）年龄18～70岁	Age
（1） 病理证实的分化性非角化型癌和未分化型非角化型癌；	Diagnostic
 3、临床分期不限，初治、复治不限；	Non-Neoplasm Disease Stage
（1）符合原发性高脂血症西医诊断标准者；	Diagnostic
10.妊娠或哺乳期患者；	Pregnancy-related Activity
(1)6个月内有急性心血管事件或心肌梗死发生	Disease
     b.腹痛	Symptom
 7、2周内曾局部应用过抗真菌、抗细菌药物；	Pharmaceutical Substance or Drug
 ?6.怀孕或哺乳	Pregnancy-related Activity
1、有用药并病史；	Disease
 4、受试者能够饮食运动规律。	Multiple
 (7)入选后如需行择期二次PCI能够等待1周以上者。	Therapy or Surgery
 8.随机化时给予阿司匹林联合氯吡格雷抗血小板聚集治疗＞5天的病人	Pharmaceutical Substance or Drug
 2）男性体重≥50 kg，女性体重≥45 kg，按体重指数[BMI=体重(kg)/身高2(m2)]计算，19 kg/m2≤BMI≤26kg/m2。	Multiple
 （8）近期参加其他临床试验者。	Enrollment in other studies
 10、正在参加其他药物的临床试验者，已知对治疗药物过敏者；	Multiple
 3.年龄在18-80岁之间，性别不限；	Multiple
 （7）患者本人签署或由其直系亲属代签知情同意书	Consent
 （3）并发严重心、肝、肾疾病及感染；	Disease
 3. 六个月内的钡餐证实食管裂孔旁疝或食管憩室	Diagnostic
 ④ 既往曾经患有其他肿瘤（曾患宫颈原位癌或局部皮肤基底细胞癌且已治愈者除外）；	Disease
 2.患有精神、神经疾病，且不能正确表达意愿者；	Disease
 （4）50天内没有使用过任何血制品；	Therapy or Surgery
 ③胸部CT扫描提示：肺切除部位脓肿形成，伴有液平面，支气管残端连续性中断或者因脓苔或痰栓覆盖不易发现连续性中断。	Multiple
1.肝硬化、腹水、门脉高压、门脉主干癌栓	Disease
 （2）复发性CDI（复发3次以上）；	Disease
 3）年龄30-70岁，性别不限；	Multiple
 （4）本人有通过手术改善残缺肢体功能的愿望	Multiple
(1)年龄≥18岁，≤70岁；性别不限；	Multiple
 ② 支架输送装置无法通过梗阻段；	Device
 11.近一个月接受MECT、rTMS治疗者；	Therapy or Surgery
 4.影响角膜塑形镜配戴的眼部疾病史或全身疾病史；	Disease
 7）妊娠期及哺乳期妇女；	Pregnancy-related Activity
 7.颅内肿瘤、动静脉畸形、动脉瘤。	Disease
 3.1-14岁患儿；	Age
①有卤化麻醉剂过敏病史	Allergy Intolerance
 (2)经影像学确认PVTT，同时无门脉主干癌栓治疗史；	Multiple
1. 颈椎发生骨折、脱位者；	Disease
 ⑩ 最近6个月内发生脑梗死、心肌梗死或严重心率失常的患者；	Disease
 6.分组前十天之内使用过肝素或口服抗凝药物。	Pharmaceutical Substance or Drug
 9)知情同意者。	Consent
 21)其它研究者认为不适合者。	Researcher Decision
1.18-45周岁成人；	Age
 （4）自愿配合本研究并签署知情同意书者；	Consent
 4. 手术／ERCP指征明确，无手术禁忌症（择期手术：胆管炎控制一个月以上／急诊手术：胆管炎发作72小时内）；	Multiple
1. 怀孕	Pregnancy-related Activity
 ⑤Kt/V值1.0以上；	Laboratory Examinations
受试者必须是目前生活在疟疾流行地区居民，且须满足以下所有标准才能入组.	Address
 10.有癫痫病病史或重症肌无力者；	Disease
 外科患者：	Disease
 ⑦知情并自愿参加研究并签署知情同意书。	Consent
 ③有正常睡眠-觉醒周期；	Bedtime
 1.8妊娠或哺乳期妇女；有生育能力而未采取充分避孕措施者；	Pregnancy-related Activity
 5. CD3+介于52%-65%，CD4+/CD8+介于0.8-1.2	Laboratory Examinations
 4.經研究者說明本研究目的後，同意參與本研究者。了解且願意	Consent
（1）年龄：18-60岁；	Age
 (2）18岁≤年龄≤35岁的健康人；	Age
 3.严重的感染状态	Disease
 糖尿病诊断标准：美国糖尿病学分会(ADA)修订（2010）	Diagnostic
 (5)具有与医护人员正常交流的能力，并遵守医院有关管理规定和试验要求。	Multiple
1.肝功能异常	Organ or Tissue Status
1)孕前患有糖尿病、高血压、肝肾功能异常等相关疾病史；	Disease
1.年龄不限，男女均可；	Multiple
 9)血糖＜2.7mmol/L；	Laboratory Examinations
 7.无肝转移情况下ALT或AST&gt;2.5倍正常值上限，或肝转移下ALT或AST高于正常值参考范围上限的5倍；	Multiple
 (2)预约接受腰椎手术的患者且手术方案中涉及节段≤3；	Therapy or Surgery
 19 试验前3个月内献血，或计划在试验结束后1个月内献血者；	Blood Donation
 8、患恶性肿瘤者	Disease
1）存在中重度瓣膜疾病；	Disease
 3. 患者当前参加了对本研究产生影响的其他研究。	Enrollment in other studies
 8. 根据研究者的判断、具有降低入组可能性或使入组复杂化的其他病变，如工作环境经常变动等易造成失访的情况。	Researcher Decision
 ⑤45岁≤年龄≤75岁；	Age
1.既往有膝关节腔穿刺史并进行药物注射；	Pharmaceutical Substance or Drug
 （2）诊断为“肝细胞型肝癌”；	Disease
 6.研究开始前4周内未接受过化疗、放疗、分子靴向治疗以及手术，并己从之前治疗的急性毒性反应中恢复，脱发以及外周神经毒性除外；	Multiple
1.双侧椎动脉开口、双侧锁骨下动脉支架植入术患者；	Therapy or Surgery
1.装有心脏起搏器、动脉瘤夹、或体内有金属或磁性植入史（如多个假牙，避孕环血管铗、心脏起搏器、骨科内固定钢板、人工晶体、耳蜗等）和早期妊娠的患者；	Multiple
 （6）皮肤疾病无法接受阳光照射者；	Disease
 关节和肌腱挛缩畸形、关节疾病（如关节炎、人工关节患者）；	Disease
 6.受试者志愿受试并签署知情同意书，签署知情同意书过程符合GCP要求。	Consent
1 年龄45-65岁，男女不限；	Multiple
1）脊椎外伤及手术史	Disease
 有阅读和签署 ICF能力	Literacy
1、患者了解研究过程并签署知情同意书；	Consent
（1) 年龄18-70岁；	Age
  多节段颈椎病（≥3个节段）；	Disease
 3、血清肌酐≥133μmol/L或泌尿系结石者。	Multiple
1.18-70周岁，性别不限；	Multiple
 9精神疾病患者；	Disease
1、入院后诊断为股骨粗隆间骨折的所有65岁及以上病人，性别不限	Multiple
 (6)患者愿意接受戒烟治疗，患者均签署知情同意书。	Multiple
 （6）对电针恐惧,经解释无效者。	Disease
 (8)药物滥用者、烟酒嗜好者；	Addictive Behavior
1. 年龄18岁-75岁，男女均可；	Multiple
 3，性活跃期患者未采取避孕措施而怀孕者。	Pregnancy-related Activity
 （2）拟施下肢单侧膝关节镜手术、膝关节置换手术病人；	Therapy or Surgery
 4.不能耐受治疗；	Allergy Intolerance
① 年龄≥18岁	Age
 2.需要临床干预的腹水患者（包括中大量腹水患者，如腹水患者经过引流后需稳定在4周以上）；	Sign
 2.医源性因素（如盆腔手术、放化疗、子宫动脉栓塞、药物如激素、免疫抑制剂等）引起的DOR；	Multiple
（1）有明显颅内压增高；	Disease
（1）患者有心悸、心前区疼痛、胸闷气短、呼吸困难、头晕、失眠多梦、手足发冷、多汗等心血管症状与神经系统失调症状；	Symptom
           相应匹配无神经心理疾患历史的健康对照者。	Healthy
（1）年龄≥65岁	Age
 2.婴儿极重型肺动脉瓣狭窄合并重度右室发育不良或右心衰竭；	Disease
 4. 大动脉瘤或夹层动脉瘤、行经皮冠状动脉腔内成形术或心脏外科手术；	Multiple
 愿意且能够遵守研究方案;	Consent
     2天内使用过β肾上腺素阻断剂者； 1周内使用过H1抗组胺药物、丙咪嗪、吩噻嗪、β肾上腺素等药物者；1周内使用过短效糖皮质激素类药物者； 2周内局部使用过糖皮质激素类药物者；4周内使用过长效糖皮质激素类药物者。	Pharmaceutical Substance or Drug
 3.发病≤72小时（病程以腹痛出现时间为起点计算）；	Disease
 2、取卵促排卵周期HCG日中子宫内膜厚度≤7cm；	Laboratory Examinations
 3. 体重≥45 kg，体重指数（BMI）≥18 且≤28 kg/m2；	Risk Assessment
 （3）妊娠或哺乳期女性或有妊娠可能的女性首次用药前妊娠检测阳性；	Pregnancy-related Activity
 2）能够按照试验方案要求完成研究；	Compliance with Protocol
1，孕妇	Pregnancy-related Activity
 f) 既往接受其它治疗的间隔大于1个月，且从先前的治疗中恢复：依据NCI-CTC AE 4.0版，所有副作用（脱发除外）都消退至1级或以下；	Multiple
 2 紫绀型先天性心脏病患儿	Disease
1）对于年龄≥18周岁；	Multiple
 3、患者年龄18～70岁；	Age
 5、在我院接受初次单侧择期全髋或全膝关节置换术并由同一资深关节外科医生完成。	Therapy or Surgery
 3 行择期肠道封瘘手术（结肠造瘘术后、小肠T型造瘘术后、小肠双腔造瘘术后）的患儿	Therapy or Surgery
 （2）男性；	Gender
 (二)原发性高血压患者	Disease
 5．体力状况（ KPS ）评分≥70分；	Risk Assessment
 4. 年龄≥18岁；	Age
 7)一月内参加了其他临床研究。	Enrollment in other studies
 7、低蛋白血症；	Disease
 （5）6个月内应用激素或免疫抑制药物者；	Pharmaceutical Substance or Drug
 2.不能配合进行吞咽造影检查；	Capacity
 7. 根据GCP规定，获取知情同意，志愿受试。	Consent
 （5）预定接收根治性放化疗（放疗采用IMRT技术，化疗使用含顺铂方案）；	Therapy or Surgery
患者有其他心脏疾病，如心脏瓣膜疾病、合并有其他器质性心脏病如冠心病、扩心病、先天性心脏病等并合并房颤；	Disease
1.高度过敏体质或有严重过敏史；	Allergy Intolerance
 2. 颅内金属植入植入物、磁性物质、心脏起搏器或颅骨缺损；	Device
 4)多器官移植的患者；	Therapy or Surgery
 ⑥ 移植肾功能不全	Organ or Tissue Status
1）≥60岁且符合失能评判标准：按照国际通行标准,日常生活能力ADL指数（the Index of Activities of Daily Living）吃饭、穿衣、上下床、如厕、室内走动、洗澡6项指标，1~2项“做不了”的，定义为轻度失能，3~4项“做不了”的，定义为中度失能，5~6项“做不了”的，定义为重度失能）；	Multiple
 7.近1个月内参加过其他药物临床试验的患者；	Enrollment in other studies
1）妊娠期妇女；	Pregnancy-related Activity
 （4）合并心肝肾功能不全、糖尿病、免疫缺陷患儿；	Multiple
1. 年龄20-70岁。	Age
 6.根据研究者的判断，有其他严重的危害患者安全或影响患者完成研究的伴随疾病的患者；	Researcher Decision
 14.有头颈部放射治疗史；	Therapy or Surgery
（1）骨折或肌肉、肌腱、韧带等软组织有完全断裂者以及大血管出血者；	Disease
 5.无法使用SBRT治疗所有病灶。	Multiple
 （10）献血和采血时曾感到恶心者；	Multiple
（1）过去6个月曾发现有前列腺癌、进行盆腔放疗、尿道手术史、尿道感染史；	Disease
 3.不能耐受再次大肠镜检查者	Allergy Intolerance
 6. 伤眼无穿通伤及破裂伤表现，屈光间质透明	Multiple
 5.愿意参与该研究并配合调查者；	Consent
 （2）预计静脉使用β-内酰胺类抗菌药物≥7天者；	Pharmaceutical Substance or Drug
 3.首次脑血管病发病者，或曾有脑血管病病史，但未留有肢体瘫痪等后遗症，且不影响本次NIHSS评分，卒中发病前mRS评分≤2分	Multiple
 7.本人或监护人拒绝签署书面同意书。	Consent
 4)妊娠或哺乳期女性；	Pregnancy-related Activity
 2.年龄18岁以上，男女不限。	Multiple
 ⑵ 患有中枢神经系统疾病、脑外科手术史。	Multiple
 ⑥同意参加本研究，签署知情同意书；	Consent
 2.择期实施下肢骨科手术（包括膝关节置换术、髋关节置换术、膝关节镜术等）的患者；	Therapy or Surgery
1. 血液透析。	Therapy or Surgery
 7）配偶存在辅助生殖禁忌症，如控制不良的I型或II型糖尿病；未明确病因的肝脏疾病或肝功能异常（血清肝酶指标异常）；肾脏疾病或肾功能异常；严重贫血；深静脉血栓病史，肺栓塞病史，脑血管意外病史；控制不良的高血压或诊断明确的心脏病；宫颈癌，内膜癌或乳腺癌病史；不明原因的阴道出血。	Multiple
 11)男方患有生殖系统肿瘤或者结核；	Disease
 （4）合并严重阴道炎、盆腔炎、恶性肿瘤等其他疾病。	Disease
 (5) 预计生存期大于2年；	Life Expectancy
 2.症状性心衰或严重心律失常；	Disease
 2)3个月内经组织病理学诊断确诊的原发或复发的非肌层浸润性膀胱肿瘤（Ta或T1）；	Diagnostic
 （4）凝血功能障碍	Organ or Tissue Status
 2)符合原发性痛风诊断标准	Diagnostic
 3. 颅内压增高；	Disease
 （4）有严重、未控制的器质性病变或感染，如失代偿的心、肺、肾功能衰竭等导致不能耐受放疗的患者；	Multiple
 2. 有邻牙（牙周健康、无人造冠；如果选择下颌第三磨牙，下颌第二磨牙近中牙槽骨高度正常）参照的单颗牙齿（若有根尖囊肿，直径≤1cm）拔除，需要进行植骨者；	Oral related
1 年龄16-70岁，无心、肺、肝、肾等重要脏器严重功能衰竭。	Multiple
 9.酒精或药物依赖者，有精神药物滥用史，有癫痫史；	Addictive Behavior
中途要求退出者；	Compliance with Protocol
1）年龄18-75岁，男女不限；	Multiple
1.65岁≥年龄≥15岁	Age
  ?已知对治疗方案中的任何药物有严重过敏史者；	Allergy Intolerance
 4.ECOG体力状态评分0-2分；	Risk Assessment
- 未接种过AC群流脑结合疫苗的2月龄（61-90天）和3月龄（91-120天）健康婴幼儿；	Multiple
 5. 5年内未患过其它第二原发癌，未接受过放化疗；	Multiple
 2.有脓肿的；	Disease
 5.患有食道返流症	Disease
 4.内生肌酐清除率(endogenous creatinine clearance rate, Ccr)在60～120 mL/min之间；Ccr=[(140-年龄) ×体重(Kg)]/[0.818×血肌酐(umol/L)]；女性结果为Ccr计算结果× 0.85	Laboratory Examinations
1. 主要临床症状是鼻塞。必须评估判断研究粉末会进入到达鼻腔；	Sign
 3)肝、肾功能受损，其ALT大于正常值上限的2.5倍；血清肌酐大于正常值上限的1.3倍。	Multiple
 6.手术体位不适合进行BIS及肌松监测；	Multiple
 （6）患者本人签署或由其直系亲属代签知情同意书。	Consent
 1)已知或怀疑对磺胺、非甾体抗炎药过敏或过敏体质者；	Allergy Intolerance
●肥厚型心肌病	Disease
 5)治疗前从未用过或至少6个月内未接受过抗病毒治疗。	Therapy or Surgery
（1）样本采集后保存时间在入组时超过24个月；	Receptor Status
 （4）有精神或神经科药物服用史者；	Pharmaceutical Substance or Drug
 ④电子结肠镜检查息肉直径&lt;2cm且数量&lt;5个，且经高频电切除或者EMR术后患者。	Multiple
 4）使用免疫调节剂的患者；	Pharmaceutical Substance or Drug
 （10）近一个月没有使用过外用或者口服皮质类激素；	Pharmaceutical Substance or Drug
 5、自愿参加本试验并同意签署进入临床研究知情同意书者。	Consent
 ④45岁以下；	Age
 5.女性受试者2周内无性生活史，且尿妊娠试验阴性；	Pregnancy-related Activity
 9）有晕针史者，且被研究者判定为有临床意义。	Multiple
 4.在椎管内麻醉下进行择期剖宫产	Therapy or Surgery
 (2)自愿加入本研究，并签订知情同意书。	Consent
 2.年龄≥60岁。	Age
 5）既往胃部手术史或肠道疾病史	Multiple
 8.有精神病病史患者；	Disease
 5. 年龄18-80岁	Age
 保守治疗患者受伤后24小时内送达医院，手术患者24小时内开展手术；	Therapy or Surgery
 6．临终患者，预计存活时间&lt;24h	Life Expectancy
 12.既往每年近视进展不超过0.5D	Sign
1、2型糖尿病患者，	Disease
 ④ 月经前6天子宫内膜检查无典型分泌期变化;	Pregnancy-related Activity
 2)HBV DNA≥1×105IU/ml，	Laboratory Examinations
 4.能够遵守试验协议要求，按要求参与并完成本次试验。	Compliance with Protocol
 14）不能保证从服药前48小时到最后一次采血前禁烟并禁服西柚汁或任何含酒精或富含黄嘌呤的食品和饮料（包括巧克力、茶、咖啡、可乐等）；	Compliance with Protocol
 6、自愿参加本研究的患者及家属；	Consent
 ② 年龄18-74岁	Age
 （5）对于库欣病和肢端肥大症的患者，需拟行垂体瘤手术；	Multiple
 B.血常规检查需符合：	Laboratory Examinations
 8、1个月内出现明显的胃肠道出血(包括怀疑因痔疮导致的出血)；	Sign
 2.行区域阻滞麻醉的患者；	Therapy or Surgery
 - 产程异常、窒息抢救史、先天畸形、发育障碍或严重的慢性疾病（如唐氏综合症、糖尿病、镰刀细胞贫血或神经疾患、格林巴利综合症）；	Disease
 2.身高、体重在生长正常范围内；	Laboratory Examinations
 ②　急性感染；	Disease
1)试验前4周内患过具有临床意义的疾病或接受过外科手术者	Multiple
穿刺部位感染	Disease
 k. 能够遵循研究方案和随访流程。	Compliance with Protocol
