text	label
我血压135，底压100	其他养生
您好！我想问一下塞来昔布胶囊的副作用会不会很明显？对治疗椎间盘突出有没有效果还是只是能止痛？	其他多问
肚脐周围痛，大便干而且臭	病症病因
利福平胶囊的禁忌	药物禁忌
我最近都有发现间质性肺炎已经快两年了，一直胸内疼痛，并伴有咳嗽。有朋友介绍说是您给看过。间质性肺炎胸痛吗？	病症临床表现(病症表现)
癫痫病是一类很多见的大脑方面的疾病。是因为大脑神经的异常放电，导致短时间的大脑功能障碍的一类慢性顽疾。癫痫病是一类恐怖的脑病，完全不分，地点和场合的突然发作对癫痫病人的生命健康构成巨大的伤害。	病症严重性
请问，患有甲亢就必须要吃甲巯咪唑片来缓解？可是这个药吃了又会长很胖。	治疗方案方法
你好，我想买力复君安盐酸齐拉西酮片治疗精神分裂症，请问，其厂家是哪里呢？多少钱能买到呢？	药物价钱
糖尿病能活多久能不能吃金双岐，甘露消渴胶囊吗？	其他多问
你好医生请问博利康尼是肺气肿的最佳药吗？谢谢	药物适用症
降糖舒胶囊用来治疗降血糖效果怎样，用来是多少？	药物作用
孩子的血管瘤发病时间三天前中午，吃午饭时突然说话发不出声音。下午4点左右手脚有点发麻。内蒙古治疗婴儿的血管瘤要多少钱？	治疗方案费用
我正在吃奥氮平片请问我能不能喝红枣枸杞茶啊会不会有什么药物.	其他多问
结婚一年多了一直没注意这几天发现阴道口感觉有颗粒状的东西是尖锐湿疣吗？	病症定义
血管瘤基本上市婴儿患的病吗？有什么明显的发病部位吗？有什么明显的症状？,内蒙古婴儿的血管瘤专家？	病症定义
请问老人查心电图心动过缓，怎么办，可以吃这个稳心颗粒吗？	药物适用症
我家孩子的后背部有包块，10月3开始的时候只是像长豆一样，后来越长越大，去检查说是血管瘤，内蒙古婴儿在后背的血管瘤危害很大吗？	病症相关病症
咳嗽，头晕，无力。咳嗽时间比较长	病症临床表现(病症表现)
今年都25岁了，以前留下的青春痘疤痕现在还在，好难看	病症临床表现(病症表现)
您好，我是在咱们医院看过病的，上次过去没有床位，也不懂预约，现在想住院，怎么办、内蒙古婴儿背上有个血管瘤怎么治？	病症治疗方法
我吃了王老吉的清热暗疮片以后，胃里有烁热的感觉，是不是我对这个药不适应。内分泌失调吃这药能好吗？	药物适用症
孩子从小开始尿床，我们以为没有什么事，结果5岁了还在尿床，这时候我们才开始着急了，孩子马上开始上学了，到学校还在尿床可怎么办。于是打算在孩子上学以前让孩子改正尿床的恶性。不知道那家医院可以看呢？齐齐哈尔市治遗尿症哪个医院最好	病症推荐医院
一开始发烧去检查说是疱疹性咽颊炎，后来吃药2天后好了，好了一天后就开始咳嗽发烧，去医院拍胸片验血说是细菌引起的肺炎，住院治疗，后来拍肺CT说是双肺都有炎症，住院第3天就不发烧了，现在已经不发烧5天了，阿奇都用了5天了，后停用了，就是还有点咳嗽，医生又说还得输液几天，又说随时可以出院，请问现在这个情况算好了吗？	其他无法确定
脂蛋白a偏高吃鱼肝油可以吗？脂蛋白a偏高对身体有什么影响呢？	病症禁忌
宝宝是否属于便秘	病症临床表现(病症表现)
请问宝宝多大开始吃鱼肝油合适呢？是不是出了月子就可以吃了呢？	其他多问
液气胸有哪些表现和诊断？	病症临床表现(病症表现)
请问一下中医和西医治疗慢性支气管炎有什么不同吗？	其他对比
嘴疼耳朵疼头疼怎么办？是不是上火的症状啊？	其他多问
癫痫疾病患者的身心带来了很大的伤害，给患者的生活带来了极大的不便，为了让大家更了解癫痫疾病，请问儿童癫痫的危害有什么？	其他无法确定
你好，请问腰痛宁胶囊服用过量会引起腰腿麻木吗？	药物副作用
您好，我是高血压患者我服用波依定后头痛，是怎么回事？	病症病因
请问医生鳞状细胞癌相关抗原2.48是什么情况	其他多问
心梗未安装支架，出院后医生开了阿托伐他汀钙片，服用后就一直咳嗽，这样的病情，应该怎么样对症下药比较合适呢？	其他多问
心肌梗塞恢复期，吃什么药好。请问这是怎么回事？解决办法是什么？	其他多问
恶性淋巴瘤如何治疗	病症治疗方法
永信硫酸氨基葡萄糖胶囊是什么样子的？苦不苦呀？	其他无法确定
手指上起水泡，奇痒无比。可以吃点什么药和查什么药，谢谢	药物适用症
龟鹿补肾片?主治那方面？阴茎短小可以治吗？刚才我看了下，还有龟鹿补肾丸，和龟鹿补肾片?一样吗？	其他多问
吃感冒药以后吃桂圆行吗	病症禁忌
尿路感染怎么办，平时应该注意哪些问题，怎么办	其他多问
今年58岁，男，患有高血压，想知道服用理中丸可不可以治疗的啊？	药物作用
我老公两年前患过蛛网膜下腔出血，康复回家后吃了两个多月的药，医生再也没让吃。现在低压100左右高压150左右吃着厄贝沙坦片，血浓度高还用吃别的药不？	药物适用症
小便的时候会痛是什么原因？	病症病因
哮喘一个月多了，夜里反复	病症临床表现(病症表现)
我的孩子吃早餐会肚子疼，为什么？谢谢！	病症临床表现(病症表现)
可以用什么药呢，前列腺病对我的身体会不会有影响？	其他多问
直肠内离肛门1.5厘米处有硬块，玉米粒，可滑动，有筋状的东西相连，这是什么症状？	病症病因
怀疑为肺动脉狭窄需要做什么检查确诊吗？	治疗方案化验/体检方案
怀孕两个月多子宫两边有轻微痛疼胀气	病症病因
哮喘病人可以做什么运动	其他无法确定
我妈妈得了甲亢，吃了一个星期的药后，做了一个血常规，白细胞30，	其他无法确定
你好，我想问问中风回春丸这个药物最主要的特效是什么？	药物作用
银杏叶片可以治疗肚子胀气胸闷连续心慌烦躁头晕无力打哈吗	药物适用症
请问怎样改掉晚睡的坏毛病啊？最近因为要和老公准备生孩子了，但是早睡都睡不着呢！	其他两性
长时间心悸会出现什么	病症严重性
我妈妈是患上了甲状腺结节的，原本是复查一次就好的，但是现在是有疼疼的情况了。	病症病因
有痔疮的孕妇的可以顺产吗	病症治疗方法
腰痛做不了事去医院检查是腰肌劳损，用了好多药都不见有效，听朋友说用舒筋健腰丸会有不错效果，是吗?	药物作用
蚌埠有治癫痫病的吗？？我哥在很小的时候就患上了癫痫病，据我妈说当时医生说我哥这种癫痫病属于原发型的癫痫病，最好用药物治疗，可是从那时吃药一直到现在情况并不好，每年都会发病个两三次，所以我爸想通过手术治疗来解决这个问题，但我还是有些担心，所以特来咨询这个病的最科学的治疗方法。	治疗方案方法
脑出血是怎么回事？	病症病因
疱疹后神经痛怎么办	病症治疗方法
本人54岁，有轻微三高，是否可以安宫牛黄丸，怎么吃法	药物用法
怀孕有甲状腺对宝宝好吗？	其他多问
血管瘤有几种治疗方法？,我同事的孩子在手指上长的血管瘤，1个月多了，他家是河北的，内蒙古婴儿有的血管瘤的吗？	病症病因
代谢紊乱能不能吃金双岐，甘露消渴胶囊吗？	药物作用
大叶性肺炎输液十七天出院，回来又烧37度怎么回事	病症临床表现(病症表现)
我想问一下，芪苈强心胶囊适合什么样的心脏病病人啊？	药物适用症
同仁堂痔疮止血颗粒怎样购买？能邮寄吗？具体使用方法是什么？一直服用还是好了就不需要服了？	其他多问
我儿子心脏有问题，去检查检查报告上说，三尖瓣少量返流，问题严重吗	其他无法确定
面部长的血管瘤，是小时候3个月长的血管瘤，现在7个月大能不能祛掉，刚好在正中间，有两厘米宽。大概需要多少钱？内蒙古婴儿长有海绵状的血管瘤多大可以治疗？	其他多问
小孩肛门瘙痒怎么回事	病症病因
你好，如果自闭症儿童吃小儿智力糖浆，请问会出现什么副作用吗？	药物副作用
能对糖尿病肾病有好处吗？能降低肌肝、尿素蛋提高肾功吗？	其他多问
我弟弟患癫痫病12年了，期间西药、中药都用过不少，但一直是反反复复，有时候轻有时候重，记忆力好像越来越差了，对治疗我们全家都失去了信心。	其他无法确定
强迫症应该如何治疗	治疗方案方法
你好，我想问一下，我今早小腹右边疼，然后下午就是肚子右侧面疼，这是怎么回事	病症病因
女人尖锐湿疣能摸到，看见吗？我息肉能是尖锐湿疣吗？女人尖锐湿疣能摸到，看见吗？我息肉能是尖锐湿疣吗？	病症临床表现(病症表现)
请问子宫膜稍大有子宫肌瘤如何治疗？	病症治疗方法
急性尿道炎怎么办	病症治疗方法
痔疮术后大便刺痛，是否得了肛裂?	病症病因
脑梗塞病人最近吃药总是吐是怎么回事	病症病因
婴儿拉肚子吃什么好？	病症治疗方法
我现在需要这个药物呢，是要去医院看了才能使用这个药物的吗？	治疗方案方法
血糖十点三。用欲混型门东胰岛素有什么药物可以治疗一下呢？	治疗方案方法
之前洗澡发现大阴唇长了一个黄豆大小的包不痛不痒，然后我感觉周围好像有一些细小颗粒我是不是得了尖锐湿疣啊?	病症临床表现(病症表现)
怀孕哪月开始影响孩子智力？不知道从怀孕的哪个月开始会影响到宝宝的智力发展呢？	其他无法确定
我上厕所的时候发现有便血，暗红暗红的，黏糊，之前患过痔疮，以为是痔疮复发了，可是有朋友告诉我可能是直肠癌，请问我患的是直肠癌还是痔疮？	病症病因
打喷嚏、头痛我怎么做才好？有些什么禁忌要注意的。	其他多问
前一段时间我有过一次高危的性行为，没几天阴茎上后来长了一些小东西，挺痒的，还有严重的异味，每天都洗澡还是不舒服，去医院检查说是得了尖锐湿疣，我想问问应该怎么治疗？	病症相关病症
您好！请问腰间盘椎管狭窄，适合吃这个人参败毒胶襄吗，您好！请问腰间盘椎管狭窄，适合吃这个人参败毒胶襄吗	药物适用症
万全利鲁唑片的药理作用是怎么样的	药物作用
怎么会得间质性肺炎啊?什么原因?	病症病因
你好，医生，请问下那谷维素片男人能吃不	药物用法
皮肤过敏	病症病因
我是心血淤阻所致胸痹心痛患者，用了好多药都不见有效，听朋友说用双丹胶囊(莱泰)会有不错效果，是吗？	病症病因
心悸就是心动过速吗	病症定义
患有糖尿病，请问是打胰岛素好还是吃药好？主要是副作用小。如可以，希望开中药，西药副作用有点大。	药物副作用
我想问一下你们有这个药物吗？价格怎么样啊？怎么订购？	药物价钱
收紧肛门时，有点细微的疼痛，像背钝器往里面按。最近吃了些辣椒。	病症病因
看这个说明,便秘功效是有,但也有减肥功效,也就是再吃过程中会让人更消瘦?	药物作用
肛门有小坠感，大便有血，可用什么药治疗？	病症治疗方法
肺气肿，天气变冷时会发作，吃了复方甘草片会改善很多，就是买不到！	其他无法确定
有哪些疾病是可以用古方尿路通胶囊来治疗的？	药物适用症
幽门狭小的孩子是一开始就吐奶吗？	病症病因
在怀孕期中，如果睡眠不好了，该如何调理？已经有一两个月了，老是失眠。	病症治疗方法
胸部痛5年检查心电图是完全性右支束阻滞。心脏cT没问题怎么办	治疗方案方法
前几年经常感冒吃什么药都没有用，吃什么药好？后来严重的咳嗽不停，吐的痰也不是正常的颜色，是黄色的，去医院看了医生说支气管扩张，住院治疗了，请问吃什么药最好啊？	治疗方案方法
听好多人都说更年期综合症适合吃更年宁，买来了10盒吃了没几天，效果还不知道好不好	药物作用
耳朵里面那根筋扯着疼是怎么回事呢？有些耳朵疼痛不舒服，还有些头痛。	病症临床表现(病症表现)
脑梗塞血管出血，高血压引起浑身无力流口水半边身体僵硬	病症临床表现(病症表现)
尿尿分叉是什么原因？	病症病因
我叔叔有膝关节炎，看他长期在吃维尔固盐酸氨基葡萄糖胶囊，不知道会不会有副作用	药物副作用
脉管复康胶囊对心绞痛是否有治疗效果？？还有它的用法用量是？	药物用法
我是一名糖尿病的患者，请问我的这种情况能不能服用臌症丸这种药物？	药物禁忌
999壮骨关节丸水丸一次吃多少？	药物用法
突然急性脑梗死怎么办	病症治疗方法
你好，我想问一下，尿路感染，怎么办？	病症治疗方法
不少家长面对儿童癫痫病这样一种危害非常大的顽固疾病的时候倍感无奈，看着孩子到了上学的年龄还是无法像其他小孩儿一样生活，不少家长也为小孩子今后的人生感到担忧。那么，小儿癫痫病的治疗办法有些什么	病症治疗方法
龙牡壮骨颗粒含有哪些成分呢？	药物成分
哺乳期感冒了可以喝广东凉茶吗？	病症禁忌
男人得痔疮与性生活有关吗？	病症病因
前两天晚上睡觉估计半夜两三点突然口渴醒了，醒来之后没有凉水喝，直接从冰箱拿了一盘子西瓜和菠萝吃了。第二天醒来嗓子有些疼，这都过了三四天越来越疼，就连吃东西喝水的时候嗓子都火辣辣的疼，这是什么情况？需要吃什么药？我有些轻微感冒就是那种有鼻涕有痰的那种	其他多问
怀孕8个月营养食谱，怀孕8个月经常抽筋，请问哪位宝妈有怀孕8个月营养食谱	其他养生
痔疮手术后尿湿纱布怎么办	治疗方案恢复
？妹妹患有癫痫病好几年的时间了，每次发病都会四肢抽搐，口吐白沫，特别的吓人，一直都在找方法给妹妹治疗，可是效果不是很好，我想问问医生的有这个病在平时要注意些什么呢。	病症禁忌
我的朋友是外国人，他吃了8颗布洛芬胶囊，胃疼，嗜睡，因为心情不好喝了不少酒，现在怎么办？	其他无法确定
你好，朋友患有痛风，请问一下用草木犀流浸液片可以治疗痛风吗？	病症治疗方法
我有糖尿病，想一起使用盐酸吡格列酮片和格列美脲片增加疗效，不知道可不可以？	药物用法
高血压能吃鱼油跟卵磷脂吗？	病症禁忌
小便时痛是怎么回事，这个情况已经有一个多星期了开始时没有注意	病症临床表现(病症表现)
一个肾缩小一至两公分，有高血压几年，偏高者。有轻度腰间盘突出--长期伴随腰痛。一年中有四五次头痛与呕吐。	病症临床表现(病症表现)
眼睛往左右看心脏的时候心脏就会剧烈的，跳动几下，然后如果不看他的话就不会跳得很剧烈，这是怎么回事呢！	病症病因
我孩子才1岁多，吃了一包复方锌布颗粒剂请问?要怎么办现在还没有看出孩子怎么样	药物副作用
甘油三酯是2.79，算不算高？	病症定义
海绵状的血管瘤最严重的危害是什么？,前两天带我家孩子去医院做检查，孩子脸上的青色点点说是血管瘤，还凸起了，内蒙古婴儿长在脸部的血管瘤有没有危害？	病症临床表现(病症表现)
支气管炎这种病真的很严重吗	病症治愈率
我怀孕四个月胎儿多动为什么？请教有经验的妈妈帮帮我，谢谢。	病症临床表现(病症表现)
我想请问一下，尼美舒利这个药现在可以吃吗？	药物用法
老妈气虚，买了补中益气丸，我想问问高血压患者可以服用吗？	药物适用症
肛门长痔疮，用什么药好？	病症治疗方法
医生，我最近小便带血刺痛，好担心，该怎么办好呢	病症治疗方法
请问一下这个奥氮平片欧兰宁的有指定是一天的什么时间使用的吗.	药物用法
我女儿出现才一个月的时间，前几天的时候，在给孩子洗澡的时候，我就发现孩子的身体上出现了一处红色的地方，并且那个地方的皮肤有一些特别的薄，到医院检查孩子是出现血管瘤了，内蒙古婴儿长血管瘤几个月能做掉？	治疗方案治疗时间
男55岁，从梯子上摔下来，导致头部受伤，一直不醒，但是自己能咳嗽能转头	病症相关病症
心绞痛会疼很多天吗	病症临床表现(病症表现)
外痔是怎么治疗的？微创手术好吗？你们医院有吗？	其他多问
我肚子疼又头疼怎么办啊？是不是生了宝宝之后身体都会这么一段时间啊？多长时间结束啊？	其他多问
靠近阑尾的地方疼的厉害，阑尾已经摘除，有妇科毛病，但是没去医院检查，只在诊所打过针，应该是盆腔炎，附件炎，子宫内膜炎，以前有子宫肌瘤，就是想知道疼的要死，是什么毛病引起的？谢谢	病症临床表现(病症表现)
男，61岁，患有轻中度血管性痴呆，医生开的药，因为老人家的身体不是很好，该药可以吧。	药物适用症
请问老人小便不通是怎么回事有没有急救的办法	病症治疗方法
白云生产的追风透骨丸的治疗效果好不好啊？	药物作用
请问早孕测试出来的准确度高么？	其他无法确定
我是高血压患者，用了好多不见有效，听朋友说用富马酸比索洛尔片(康忻)会有不错效果，是吗？	病症治疗方法
马来酸依那普利片和马来酸依那胶囊有什么区别？	其他对比
左侧头部胀痛，左颈部淋巴结肿大黄豆大小。精神食欲可，食量同常，睡眠、大小便正常，体重无变化。是不是需要做个手术什么的。	病症临床表现(病症表现)
请问卵巢分泌雌激素少该如何服用结合雌激素(红丽来）？按着说明是服0.3mg，那如何服用0.3mg呢？急急急~	药物用法
我前段时间出差的时候因为在酒吧玩了，而且跟一个陌生的男人有过一次性关系，没有使用安全套，第二天早上的时候我发现男人屁股上有好多疣状物，我一查感觉象是尖锐湿疣，我想知道这个病的早期症状是怎么样的，我担心我传染了。	病症传染性
你好，治疗精神分裂症，请问，服用盐酸齐拉西酮片对于泌尿生殖系统有什么危害吗？	药物副作用
一但大笑或者情绪激动胸口闷难受感觉心脏不舒服	病症临床表现(病症表现)
前段时间我们邻居因为急性心肌梗塞住院了。我爸说他最近也感觉心绞痛，我想知道急性心肌梗塞怎么急救？	病症治疗方法
孩子面部长的血管瘤，血管瘤处凸起是怎么回事,现在孩子4个月大了，内蒙古婴儿面部的血管瘤怎么治好？	病症治疗方法
请问想知道孩子在学习的情况的情况怎么办？要不要打电话问问老师？要是不听话该怎么办啊？	其他多问
女孩8岁多，最近一段时间，经常说肚子痛。拍片查了一下，是肠系膜淋巴结炎。也吃药了也打过点滴，可是过不多久，他又说痛怎么办？吃什么药能缓解一下	病症治疗方法
这种尿道感染的病情有什么药是可以缓解的，见效快的药会不会有副作用	病症治疗方法
最近一段时间我发现我肛周起了好多疣状物，后来我在网上查了好多资料，感觉这个症状挺象是尖锐湿疣的，我还没有去做检查，我想知道我要是真得了这个病怎么治效果好?	治疗方案方法
白癜风表面白白的，脖子上也起了，露外面真的特别难看	病症临床表现(病症表现)
甲磺酸溴隐亭片可以用来治疗肢端肥大症吗？有不良发应吗？	药物副作用
癫痫吃药要小孩怎么办?许多患者被这样那样难治的顽固疾病缠身，癫痫病情现在已经成为困扰朋友身体健康的一大障碍，是以朋友寻找一家正规专业的医院进行检查很关键。而一般癫痫病病人们都会接受药物医治。那么，有癫痫吃药要孩子怎么办?	其他无法确定
请问吃草酸艾司西酞普兰片一个星期了最近觉得有点腹泻怎么办	药物副作用
小孩为什么老是拉肚子	病症病因
怀孕期间小便流血怎么回事	病症临床表现(病症表现)
我以前用百优解一停用一年现在病又发了该用什么药	其他无法确定
得了尖锐湿疣这个病，给我生活带来了很多的不便，希望通过这个平台能给我希望，帮我摆脱病魔的折磨，也想知道尖锐湿疣这个的病的发病原因是什么。先谢谢了。治疗这个疾病的办法有哪些呢？	其他多问
你好，我想买一舒盐酸丁螺环酮片治疗焦虑症，请问，此药多少钱能买到呢？	药物价钱
治疗心律失常是降低心率还是加快心率	病症治疗方法
今天打球着凉了有点头疼鼻子不通气可以吃氨酚伪麻片吗	药物适用症
我们家有个邻居，他小的时候被他爸爸一棍子打在脑袋上，就得了癫痫。现在犯病的时候不论在哪里，直接就犯病了，很吓人。昨天我们正在吃饭呢，一下就犯病了，躺在桌子底下就开始吐沫子，太吓人了。	病症临床表现(病症表现)
孩子的耳朵发红，刚开始是小红点，越长越大，去医院清洗耳朵，医生说有血管瘤，严重吗？,内蒙古婴儿在耳朵长的血管瘤危害大吗？	病症严重性
我心脏最近非常的不舒服，有时候还感觉头疼，我也不知道这是怎么回事，有的朋友说我这是心绞痛，所以我打算做个心绞痛检查，请问下心绞痛要做造影吗？	病症治疗方法
怎样更好的医治青少年癫痫?现在青少年癫痫病是众多癫痫癫痫病病人和多数家长重点注意的话题。青少年癫痫特别很大的影响着病患的正常生活和工作学习，朋友们应引起重视，那么怎样才能够更好的帮助病人医治青少年癫痫病呢?	病症治疗方法
奶奶岁数还不大呢，得了癫痫，家人请了保姆专门照顾她，平时没有发作的时候很好，很正常，一点也看不出来有病的人。可是最近常发作，杂办呀？癫痫常发作，应该吃啥药呀？	病症治疗方法
造成脑卒中的病因有什么？	病症病因
痔疮手术要注意什么	其他无法确定
2013年7月底老是想尿尿，很黄，还有味道，白带还多了点，尿道口瘙痒，有点疼。去医院检查说是得了尿道炎了。医生说先让打吊瓶，我打了一周都没见效果，现在吃利尿消炎丸和克拉霉素有俩月了，小便好多了，也不疼了，白带也正常了很多。医生可以帮忙说下女性尿道炎怎样引起的吗？可以做预防吗？	其他多问
网上药店买云南白药关节止痛膏有没有优惠？	治疗方案费用
宝宝这两天大便总拉一点	病症病因
你好，请问阴茎短小，最好是用什么药呢？？？希望能快点得到帮助，谢谢！！！！！	药物适用症
为什么会肛门狭窄？	其他无法确定
肛裂如何治疗	病症治疗方法
是要用来治疗心绞痛的该药，该药是我的一位好友介绍给我来服药的，感觉该药的功效不错的。	其他无法确定
引起乳腺癌的危险因素是什么	病症病因
吃了饭不消化怎么办	病症治疗方法
生孩子六天了才拉过一次屎，现在想啦拉不出来，怎么办	病症治疗方法
我血压高七年，一直在吃替米沙坦片	其他无法确定
睡不着心悸怎么调理	病症临床表现(病症表现)
左氧氟沙星几小时吃一次，我是急性比较重能不能四小时吃一次，一次两颗。	其他多问
请问月经量多服用什么药？	药物适用症
老公得了心房颤动在家里便一直喊累说自己很难受，我不知道真假，只能宠着他，不让他干活，请问得了心房颤动是什么感觉？	病症严重性
一年前我总是呼吸不畅，被查出患有心房颤动，最近我准备接受手术，心情有点紧张，所以我想问问，房颤患者围术期需要注意些什么？	治疗方案恢复
你好，我想请问硫酸氨基葡萄糖胶囊的副作用是什么？谢谢帮帮忙啦，很感谢！	药物副作用
我爸爸一直有高血压，后来经朋友介绍非洛地平非常不错的，不知道效果怎么样，有没有什么不良反应？	其他多问
请问，肛门旁边有一肿块是什么	病症病因
患者是有些神经衰弱的，并且是有自虐倾向的。平时也是比较爱发火的，脾气是比较急躁的，会不会有什么事？	病症严重性
蓝莓的果胶含量很高，能有效降低胆固醇，防止动脉粥样硬化，促进心血管健康？	其他养生
没看说明书一天喝了腰痛宁胶囊15粒。比较多的呢？那是什么的额？	其他无法确定
我想请问一下，女性尿频尿急尿多但是不痛是怎么回事	病症临床表现(病症表现)
医生你好，长在耳垂的血管瘤能治好吗，我家孩子的血管瘤已经有1个多月大了，红豆大小，看着孩子的血管瘤在长大，心里疼啊，内蒙古婴儿长在耳垂的血管瘤咋治好？	病症治疗方法
九个月宝宝拉肚子蛋花样的还吐怎么办	病症治疗方法
怎么治疗妊娠合并重症肌无力	病症治疗方法
我患有精神分裂5年多了！也吃了5年多的博思清口腔崩解片阿立派做.现在想要小孩。得停药多长时间怀才对胎儿影响小	治疗方案恢复时间
请问吃甜的东西经常想吐痰怎么回事	病症病因
隔壁的王大爷经常拉着我爸爸喝酒还有抽烟，这几天他被检查出了心房颤动，我很担心这是因为喝酒和抽烟引起的，请问引起心房颤动最常见的病因有什么？	病症病因
您好，我叔叔有慢性肝炎，又有癫痫病，请问可以吃德巴金吗？	药物适用症
请问我能长期服用桐君阁舒筋活血片吗不会有什么不适吧	药物副作用
想死，割过腕，最近精神不好，有时会头疼，不吃饭	病症病因
血管瘤左上臂肩膀，ct检查说血管瘤，先观察可以吗？内蒙古婴儿的血管瘤在肩膀边上有危害吗？	治疗方案治疗时间
你好；请问依替膦酸二钠片的主要作用是有那些呢？	药物作用
最近不知道是怎么回事老是腰痛。以前有肾结石的现象。但也从来没有这种情况啊！就想问问是什么情况。	病症病因
我想请问一下亚甲炎可以吃布洛芬消炎片吗？能不麻烦您一下帮我解答。	病症治疗方法
早期癫痫病的症状使每一位癫痫病患者都需要了解的。把握癫痫病的治疗时机，能有效的缩短癫痫病治疗时间，尽早的康复。因此我们需要了解癫痫病发作的初期症状。那么，女性癫痫病患的早期症状指哪些	病症临床表现(病症表现)
最近起了尖锐湿疣在肛周附近向外越长越多后来自己使用鬼臼毒素但是肛周附近皮肤都溃烂发红掉了一部分疣体但是还有一部分疣体最近发现阴茎尿道口附近也有小突起不知道是否也是尖锐湿疣请问怎么治疗	病症治疗方法
丘脑胶质瘤有什么饮食禁忌？	病症禁忌
吃药降了一点再吃就没降的，自己的情况很不乐观的。	病症严重性
室上速病人适合吃宁心宝胶囊吗这是怎么回事的啊怎么办啊现在	药物适用症
尾骨骨折向内成角为什么会引起两髋部大转子疼	病症病因
骨盆骨折能评残吧？能算几级？谢谢	病症定义
宝宝几个月吃鱼肝油好的啊？大家告诉我下吧，我真的是很不太了解的。	药物禁忌
我在当地医院检查出了患有尖锐湿疣，经常出现了湿疣，阴部还有肛门的附近就长了很多的小疙瘩就跟乳头是很像的，不知道要怎么治疗啊。现在得了这个病也不知道怎么办才好的？	病症治疗方法
肛门尖锐湿疣术后20天跟女朋友接吻，摸她下面会传染吗？她会被传染尖锐湿疣吗？几率大吗？	病症传染性
我得了癫痫病十几年了，自从有一次体力透支晕倒过一次引起了全身发作，我想问一下是不是吃的药太少，有没有更好的药物吗？	药物适用症
运动时需要补充葡萄糖吗，如何进行有效的治疗啊？怎样好	其他养生
肛裂用什么药	病症治疗方法
氢溴酸西酞普兰片主要是治疗什么疾病的呢	药物适用症
我朋友就患过这种疾病，现在还在医院接受治疗，他已经治疗很长时间了，请问，尖锐湿疣怎么治才能在短时间内恢复呢？曾经的治疗情况：治疗中想得到什么帮助：尖锐湿疣怎么治好呢	治疗方案方法
脊灰疫苗跟小儿麻痹疫苗什么时候接种最合适呀？小孩接种疫苗以后在饮食方面需要注意些什么呀？	其他多问
你好，医生，请问尿频，尿急，是怎么回事呢？急急急，谢谢	病症病因
请问女人阴部啥样子？	其他无法确定
慢阻肺病人感冒了怎么办？	病症相关病症
奶奶之前检查的时候，医生说她有点动脉硬化，脑补供血不足，我想了解一下	病症病因
我朋友说有用黑木耳治疗痔疮的偏方，能够用吗	治疗方案疗效
我爷爷中风进了医院，吃纳催离缓释片可以吗？	药物作用
小儿癫痫的病请能否好转，关键在于家长的精心呵护，在药物治疗作为治疗癫痫病的主要方法之一的今天，如果家长能注意孩子服药的注意事项，那么相信孩子的病情肯定会得到稳定控制的。那么在平日的药物治疗时家长应注意哪些事项呢？	病症禁忌
结核胸膜炎引发肠梗阻可能是腹膜炎？	病症病因
脑炎后偶尔会晕厥，我的这种情况，什么药物比较适合	病症治疗方法
您好，请问我有先天性房间隔缺损，可以服用风寒感冒颗粒吗？	药物禁忌
前几天嗓子发炎这几天嗓子痰特别多但是吐不出来可以吃金嗓子喉片吗？	药物适用症
贵州哪个医院看癫痫最好？妹妹出生时脑缺氧，第二天断气抢救过来，就变成低能儿，去检查说是脑蛋白软化。他7岁开始发作癫痫，现在他15岁了他吃过很都癫痫药，越吃就越厉害，发作时全身发硬，嘴巴黑黑，像猪一样叫的声音。	病症推荐医院
肛管炎和直肠炎吃什么药物？老是想大便，但是拉不出来。	病症治疗方法
请问医生间质性肺炎治疗医院有哪些？有没有人知道这个问题呢？我想了解一下，我有个亲戚得了间质性肺炎了，想请问间质性肺炎治疗医院哪家比较好呢？	病症推荐医院
你好，我家宝宝九个月了，最近经常出虚汗，吃龙牡壮骨颗粒管用吗？	药物作用
我堂弟前几天来我们家玩，本来是个挺高兴的事情，结果突然晕倒了，然后我把他送到医院去了。昨天做了一天的检查，今天医生他这是肝实质弥漫性改变。这个词语我听着很陌生，请问肝实质弥漫性改变是什么意思？	病症定义
为什么急性心肌梗死病人需要进行心电监护？	治疗方案临床意义/检查目的
散寒活络丸能治腰间盘突出吗？除了这个外，还有什么可以吃的。？	药物作用
孩子刚出生时缺氧直接去了儿科，四天时检查，房间隔缺损3mm,能自愈吗？做四维检查时，心脏没问题啊，现在怎么会房间隔缺损呢？	其他多问
咳嗽，吃那个桂龙咳喘宁片多吃了五片，不会有啥事吧	药物用法
宜州市治疗脑梗死哪个医院好？	病症推荐医院
医生您好，我想请问一下左心室肥厚应该怎样治疗呀？谢谢。	病症治疗方法
请问丹神那如三味丸效果怎么样呢？多长时间能起作用呢？	其他多问
肚子疼有点乏力还有点感冒	病症治疗方法
老年人痔疮吃什么好？	病症治疗方法
继发性闭经，雌激素药和吃妇科调经片能不能同时吃？	药物禁忌
老专家当归拈痛丸类型及成份是有那些呢？	药物成分
膀胱炎用什么药比较好	药物适用症
拉肚子，像水一样，小便少，肚子老响，一天拉8。9次，其余正常，	病症临床表现(病症表现)
月子里面长痔疮应该怎么办?	治疗方案方法
几天前心慌，过了几天又有心慌还有汗，做了心点图和彩超都无问题，请问是什么原因？	病症临床表现(病症表现)
本人血压高真在服用降压药缬沙坦请问用避孕栓妻之友吗？谢谢	药物用法
怎么治疗心悸	治疗方案方法
